book_name,chapter,paragraph
Bhagavad Gita,Chapter XVIII,"Thus did I hear this dialogue betweenVāsudevaand the high-minded son of Pṛthā, a dialogue wonderful and causing the hair to stand on end. By the favour ofVyāsa, I heard this highest mystery, this devotion, fromKṛṣṇahimself, the lord of the possessors of mystic power, who proclaimed it in person. O king! remembering and again remembering this wonderful and holy dialogue of Keśava and Arjuna, I rejoice over and over again. And remembering and again remembering thatexcessively wonderful form ofHarialso, great is my amazement, O king! and I rejoice over and over again. Wherever is Kṛṣṇa, the lord of the possessors of mystic power, wherever is the great archer, the son of Prithā, there in my opinion are fortune, victory, prosperity, and eternal justice."
Bhagavad Gita,Chapter XVIII,back to top
Bhagavad Gita,Chapter XVIII,Without delusion no such abandonment will occur.
Bhagavad Gita,Chapter XVIII,"Namely, final emancipation, by means of purity of heart."
Bhagavad Gita,Chapter XVIII,I. e. who has the frame of mind necessary for a good abandonment.
Bhagavad Gita,Chapter XVIII,Such as bathing at midday in summer.
Bhagavad Gita,Chapter XVIII,Cf. p. supra.
Bhagavad Gita,Chapter XVIII,"The original is sannyāsi, but Śrīdhara is probably right in taking it to mean one who has command of 'abandonment.' Śaṅkara and Madhusūdana, however, take the word in its ordinary sense of 'ascetic.' What follows explains, says Śrīdhara, why 'the fruit does not accrue to renouncers.'"
Bhagavad Gita,Chapter XVIII,"Śaṅkara and Madhusūdana say this means Vedānta-śāstra. Śrīdhara suggests also the alternative Sāṅkhya-sāstra. Substratum the body, in which desire, aversion, c. are manifested; agent  one who egoistically thinks himself the doer of actions; organs  senses of perception, action, c.; movements  of the vital breaths in the body; deities  the deities which preside over the eye and other senses as to this cf. Aitareya-upaniṣad, p. ; Praśna, pp. , ; Muṇḍaka, p. ; Aitareya-āraṇyaka. pp. - and Max Müller's Hibbert Lectures, p. , note."
Bhagavad Gita,Chapter XVIII,Cf. p. .
Bhagavad Gita,Chapter XVIII,Egoism  the feeling that he is the doer of the action; taint  the feeling that the fruit of the action must accrue to him.
Bhagavad Gita,Chapter XVIII,"Cf. p. , and Dhammapada, stanza ."
Bhagavad Gita,Chapter XVIII,"Knowledge, i.e. that something is a means to what is desired; object is the means; the knower is he who has this knowledge. When these-co-exist we have action. The instrument  senses, c."
Bhagavad Gita,Chapter XVIII,The system of Kapila.
Bhagavad Gita,Chapter XVIII,Cf. p. .
Bhagavad Gita,Chapter XVIII,"Cf. Kaṭhopaniṣad, p. ."
Bhagavad Gita,Chapter XVIII,"Reason  argument in support; real principle  truth, view of things as they are; insignificant, i. e. in comprehensiveness."
Bhagavad Gita,Chapter XVIII,"I. e. 'pride of learning,' c., Śaṅkara; 'egoism,' Rāmānuga."
Bhagavad Gita,Chapter XVIII,Consequences  good or evil resulting; loss  of wealth or strength; injury  to others; strength  one's own capacity.
Bhagavad Gita,Chapter XVIII,"I. e. 'for children,' c., according to Śrīdhara; 'for the action,' according to others."
Bhagavad Gita,Chapter XVIII,I. e. attention to work; melancholy  always desponding and wanting in energy.
Bhagavad Gita,Chapter XVIII,The nature of the faculty of understanding; and courage is the firmness of that faculty.
Bhagavad Gita,Chapter XVIII,"See p. . Śaṅkara takes these to mean the 'paths' of action and knowledge, and Nīlakaṇṭha takes the next expression to mean that which is constant and that which is not constant--nitya, anitya."
Bhagavad Gita,Chapter XVIII,Always co-existing with mental abstraction and supporting it.
Bhagavad Gita,Chapter XVIII,"Three of the aims of mankind, the highest being final emancipation. In the view of the Gītā, piety, leading only to heaven, is of doubtful benefit."
Bhagavad Gita,Chapter XVIII,"I. e. to the action for attaining them, in the belief that one is p. the doer of it; the 'fruit' scil. of the action performed with an eye to the three things named."
Bhagavad Gita,Chapter XVIII,"Not at once, as in the case of sensuous pleasures."
Bhagavad Gita,Chapter XVIII,Cf. p. . The original has also been rendered by 'tranquillity of one's own mind.'
Bhagavad Gita,Chapter XVIII,Cf. p. .
Bhagavad Gita,Chapter XVIII,"I. e. resulting from control of the mind, purity here is both external and internal. And see p. ."
Bhagavad Gita,Chapter XVIII,"I. e. in battle, Nīlakaṇṭha seems to say. Śaṅkara says it means ready resource whenever occasion arises."
Bhagavad Gita,Chapter XVIII,I. e. 'power to restrain people from going astray.' Nīlakaṇṭha.
Bhagavad Gita,Chapter XVIII,Eligibility for the path of knowledge.
Bhagavad Gita,Chapter XVIII,Cf. p. .
Bhagavad Gita,Chapter XVIII,Cf. p. ; the evil appears to be the quality of 'fettering' the soul.
Bhagavad Gita,Chapter XVIII,"Śrīdhara compares p. V.  and distinguishes this from p. V, seq. Śaṅkara says the perfection here spoken of is emancipation, and it is obtained by true knowledge."
Bhagavad Gita,Chapter XVIII,"Abstraction is concentrated and exclusive meditation, Śaṅkara. The other commentators take dhyānayoga as meditation simply,--as treated of in chapter VI, says Nīlakaṇṭha."
Bhagavad Gita,Chapter XVIII,See p. .
Bhagavad Gita,Chapter XVIII,I. e. comprehending his identity with the Brahman.
Bhagavad Gita,Chapter XVIII,Cf. p. .
Bhagavad Gita,Chapter XVIII,"Pride of learning and cleverness, or of piety. See p. , note ."
Bhagavad Gita,Chapter XVIII,"The nature of a Kṣatriya, Śaṅkara."
Bhagavad Gita,Chapter XVIII,"Śvetāśvatara-upaniṣad, pp. -; Kaṭhopaniṣad, p. ."
Bhagavad Gita,Chapter XVIII,"Cf. p. ; by thought, word, and deed."
Bhagavad Gita,Chapter XVIII,"Of caste or order, such as Agnihotra and so forth."
Bhagavad Gita,Chapter XVIII,All that has been taught in the Gītā.
Bhagavad Gita,Chapter XVIII,"Śrīdhara renders this to mean, 'who performs no pious acts.'"
Bhagavad Gita,Chapter XVIII,I. e. of God and a preceptor. Cf. last stanza of Śvetāśvataropaniṣad.
Bhagavad Gita,Chapter XVIII,Cf. p. . Śaṅkara says all these elements must co-exist to give eligibility.
Bhagavad Gita,Chapter XVIII,"I. e. belief that in disseminating it, he is serving me. Cf. Kaṭhopaniṣad, p. ."
Bhagavad Gita,Chapter XVIII,Which is the best of sacrifices; see p. .
Bhagavad Gita,Chapter XVIII,Cf. p. .
Bhagavad Gita,Chapter XVIII,"I. e. understand my real essence, what I am, c."
Bhagavad Gita,Chapter XVIII,As to whether the battle was right or not.
Bhagavad Gita,Chapter XVIII,"The work is so called, as it refers to devotion."
Bhagavad Gita,Chapter XVIII,Prosperity is the greater development of fortune.
Bhagavad Gita,Chapter XVIII,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter XVIII,Let's make the world a better place together!
